cityname,Article 
Mumbai,"['Various employee unions of Air India have come together to demand that the airline’s privatisation plans be scrapped and that the government initiate a dialogue with them before taking a decision.', 'Earlier this week, union members handed over a joint petition to this effect to Trinamool Congress Rajya Sabha MP Derek O’Brien at Mumbai airport.', 'Mr. O’Brien, who is the chairman of the parliamentary standing committee in charge of Civil Aviation, Transport and Tourism, called Air India “a national treasure” and said it cannot be privatised. “I have promised them that we will call a delegation to Delhi and set up a meeting with the parliamentary committee, and we will oppose the privatisation,” Mr. O’Brien said.', 'The union leaders recently also met West Bengal Chief Minister Mamata Banerjee to seek support.', 'Common platform', '“Our main goal is to bring all Air India unions on a common platform to resist the airline’s privatisation,” said a representative of one of the unions. While the federation comprises three unions, he said talks are on with Indian Airlines unions, staff unions and pilots’ unions to join the platform.', 'The unions have said that workers should not be made to pay for faulty decisions made by the management and the government, such as the unplanned fleet acquisition.', '“When the combined turnover of Air India and Indian Airlines was only around Rs. 14,000 crore, how could they buy a fleet worth Rs. 50,000 crore without taking into account the interest burden of the loan?” a leader of one of the major unions asked.', 'The unions said the airline is making operational profits and that it is in loss only due to the repayment of the loan.', 'Rushed decision', 'The employees don’t want the government to rush into privatisation. “Why this sudden urgency to sell the airline? Half of its staff are on contract anyway,” said one union representative. “Now that you have acquired a brand new fleet, you have increased your revenue. Your load factor is good, your employee strength is reduced, and the airline is reviving. So why sell it now?” he asked.', 'The state-run carrier has a debt burden of over Rs. 50,000 crore. On June 28, the Cabinet Committee on Economic Affairs gave an in-principle nod for the strategic sale of Air India and five of its subsidiaries. Three of the subsidiaries are profit-making arms: the maintenance repair and overhaul unit Air India Engineering Services Limited; ground handling arm Air India Transport Services Limited; and Air India Charters Limited.']"
Mumbai,"['With three days to go for the University of Mumbai’s (MU) Law exams, many students are yet to receive their re-evaluation results.', 'A delegation of students met Controller of Examinations Arjun Ghatule on Friday. The students were assured that all re-evaluation results would be declared by Saturday.', '“We had been assured that the results would be declared before the semester exams, but the university has failed to keep its word. Now, it should further postpone the exams. How can students appear for the exams without knowing if they have passed the earlier ones? Besides, where is the time to prepare for exams? The MU should also reschedule two papers scheduled on November 21 and 23, as they clash with the Company Secretary exams,” said Sachin Pawar, president of the Student Law Council.', 'The students have now threatened to escalate their agitation to scrap the online assessment process. Second-year Law student Siddharth Ingle gave three papers for re-evaluation, but is awaiting results of two. The university has failed to produce a photocopy of his first year exam answer sheet as well. “I have got 30 marks in three subjects. How is it possible? ” he asked.']"
Mumbai,"['', '', '', 'The Mumbai University has threatened to take action against teachers who fail to participate in assessing answer papers of the second semester exams. The MU said that it would take action under Section 48 (iv) of the Maharashtra Public Universities Act, 2016.', 'Hepzi Anthony']"
Mumbai,"['', '', '', 'The Central Board of Film Certification (CBFC) has sent the Sanjay Leela Bhansali-directedPadmavatiback to the makers as the application for the certification was “incomplete“. The CBFC said the movie, which has triggered protests by Rajput groups, will be reviewed as per the norms.PTI']"
Mumbai,"['', '', 'Spurred into cutting red tape after the recent stampede at the Elphinstone Road station, Central Railway (CR) awarded a tender for construction of a foot-overbridge (FOB) at Kurla Lokmanya Tilak Terminus within 24 hours. This new FOB, estimated to cost Rs. 2.97 crore, will come up at the CST-end of the terminus, where long-distance trains originate. Officials said work on the bridge began on Thursday.PTI']"
Bengaluru,"['India plans to visit the moon a third time and also return, with Japan for company this time.', 'Their lander and rover mission will bring samples back from moon, the chiefs of the two space agencies said on Friday.', 'The Indian Space Research Organisation (ISRO) and the Japan Aerospace Exploration Agency (JAXA) have started to work out the contours of their joint trip — which will be the third for both countries.', 'They did not say when it would be sent. The plans are in the early stages: Indian Space Research Organisation Chairman and Secretary, Department of Space, A.S.Kiran Kumar, and JAXA president Naoki Okumura said the ‘implementation arrangements’ are likely be reached in a couple of months.', 'The pre-phase studies to decide the scope of work — or the focus of the mission — should be clear in the next six months.', 'They were addressing a news conference in connection with the annual Asia Pacific Regional Space Agency Forum APRSAF-24 which met here over the last four days. Dr. Okamura said that with this collaboration, “India and Japan will lead the space sector in the Asia Pacific region. We hope we can do it as soon as possible. It is not easy as we are understanding each other’s [goals and capabilities].”', 'The Indian Space Research Organisation sent its first orbiter mission to moon, Chandrayaan-1, in 2008 and plans a lander rover mission by March 2018.']"
Bengaluru,"['Legally challenged:Work on the 326.5 metre-long steel flyover at Shivananda Circle under way in Bengaluru on Friday.K. Murali Kumar', 'A year after a movement to protest against the proposed steel flyover on Ballari Road gathered massive support, the State government is staring at another round of protests, this time against three flyovers, of which the work on two has already begun. The flyover projects are also being legally challenged, and all this at a time when the State is gearing up for the Assembly elections next year.', '“The State government doesn’t seem to have learnt any lesson from the steel flyover fiasco. They have gone ahead and started work on a steel flyover at Shivananda Circle and a flyover at Koramangala; and a steel flyover has been proposed at Hudson Circle. None of them has had adequate public consultations, which is evident in the serious objections from the stakeholders now,” said Srinivas Alavilli from Citizens for Bengaluru (CfB), which spearheaded the Steel Flyover Beda protest last year.', 'Resident welfare associations (RWAs) of areas around Shivananda Circle held a strategy meeting with CfB recently. Multiple RWAs will now implead themselves before the High Court in the public interest litigation (PIL) petition already filed questioning the steel flyover at the Shivananda Circle, apart from launching public protests. The residents held a silent protest in July 2017. However, the BBMP went ahead and started the work.', 'Chitra Venkatesh of Kumara Park West RWA said there was no public consultation for the project, and most of residents feel the flyover would only shift the congestion from one junction to another — at the railway underpass.', 'In another part of the city, work on the 2.4-km-long flyover in Koramangala from Kendriya Sadan to Ejipura Main Road junction, touted by the government as a project conceived by local residents, has already begun. But it is set to be legally challenged by the residents.', 'Priyadarshini D., a resident of Koramangala 2nd Stage, said the project was first proposed in 2011 and the DPR was prepared in 2013. “The public consultation seems to have taken place only with a group of citizens in the third block. None of the other stakeholders has been consulted,” she alleged. She added that the proposed flyover seems to have been designed with the sole purpose of decongesting Sony World junction and is at cross purposes with the signal-free corridor the BBMP wants to implement. With 286 trees on the chopping block, the flyover project is also likely to be challenged before the National Green Tribunal. The CfB has also objected the proposed steel flyover between Hudson Circle and Minerva Circle. Architect Naresh Narasimhan said: “The steel flyover along the alignment will disfigure the historic centre of our city. The view of Town Hall is going to be destroyed and founder Kempe Gowda’s statue is going to get a steel roof. Neither the DPR nor feasibility study is available in the public domain.”', 'The tender for the flyover is pending approval of the State Cabinet.', '']"
Bengaluru,"['Patients waiting their turnat Victoria Hospital, in Bengaluru on Friday.Sampath Kumar G.P.', 'With most out-patient departments (OPDs) in private hospitals either shut or functioning partially, government doctors worked overtime to handle the heavy rush of patients on Friday. Government hospitals saw nearly a three-fold increase in the out-patient flow on Thursday, compared to November 12, a day before the strike began.', 'While 1,49,943 outpatients were seen across the State in government hospitals on Thursday, as against the 48,521 outpatients on November 12, the number of surgeries saw almost a six-fold jump from 218 on November 12 to 1,159 on Thursday.', 'In Bengaluru, while several doctors in Victoria Hospital skipped lunch on Friday to attend to the continuous flow of patients, doctors in NIMHANS were able to manage the OPD with additional deployment of doctors. Ad hoc OPD kiosks had been opened to cope with the rush in Mysuru-based K.R. Hospital.', 'Although OPDs functioned with a thin doctor attendance in Bengaluru, services were hit across the State as most hospitals had not resumed functioning despite the High Court’s direction.', 'The Health and Family Welfare Department in Hassan pressed into service mobile clinics, which were allotted to the district under the National Health Mission, to cope with increased pressure. They treated people in localities where most of the private nursing homes and hospitals are located.', 'In Mysuru, most of the nearly 25 diagnostic centres, 50 hospitals, and nursing homes, besides nearly 1,000 private clinics remained closed for the day. The district and taluk health officials had deployed all available staff into service, cancelling leaves and special assignments.', 'OPD services in Shivamogga government hospitals, including primary health centres and community health centres and general hospitals were extended beyond till 8 p.m. from the usual 4.30 p.m. throughout the strike period.', 'The Belagavi district hospital has performed a record number of surgeries since the doctors went on strike from November 13. The government doctors operated upon over 7,500 patients in five days, averaging about 1,500 per day. District hospital sources said that on an average, they usually have around 1,000 operations.', '(With inputs from Mysuru, Mandya, Udupi, Hassan, Shivamogga and Belagavi)']"
Bengaluru,"['As pollution levels in the National Capital Region (NCR) is making news, it is a pity that Bengaluru is still building infrastructure for private transport instead of investing in public transport, say mobility experts. “It is proven worldwide that as long as you build infrastructure for private transport, private transport will only increase. Bengaluru has a chance to leapfrog from here to a public transport driven mobility. We need not follow the same painful arc of building flyovers, it getting outdated and then moving on to mass public transport,” said Pawan Mulukutla, senior manager (Transport), WRI India.', 'He argued for a Unified Metropolitan Transportation Authority (UMTA) that brings multiple modes of transport under one management, which he said is the first step towards coordinated planning.', '‘Make conscious choice’', '“The city administration needs to first make a conscious choice to opt for public transport instead of private,” he said.', 'Srinivas Alavilli from Citizens for Bengaluru said the alarming levels of pollution in NCR should ring warning bells for Bengaluru. “The State government hasn’t got the message from the Steel Flyover Beda campaign right. The campaign was a clear expression of people’s opinion against all flyovers, which are essentially stop-gap temporary solutions, not against that particular steel flyover alone,” he said.']"
Bengaluru,"['The Karnataka High Court on Friday directed all private medical establishments and private medical practitioners in the State to restore medical services forthwith. It said the right of a person to be treated is a fundamental right.', 'A Division Bench, comprising acting Chief Justice H.G. Ramesh and Justice P.S. Dinesh Kumar, issued the interim direction after hearing three PIL petitions, which brought to the court’s notice the suffering of the public due to “inhuman” act of private medical establishments and practitioners in resorting to strike and denying them basic medical facilities. The Bench orally indicated that any actions contrary to this direction would be illegal.', 'Pointing out that “doctors cannot be insensitive to the plight of patients”, the Bench said, “The right to life is one of the basic human rights. A person’s right to get treated can certainly be traced to Article 21 of the Constitution, and hence, is a fundamental right. The damage done to a patient is sometimes irretrievable, but the grievances of doctors, who are on strike, can be examined by this court in an appropriate proceeding.”', '“In public interest, we direct all private medical establishments and private doctors in Karnataka to restore their services forthwith,” the Bench said after it was brought to its notice that private medical establishments and doctors had withdrawn strike only in Bengaluru and not in other parts of the State, despite Thursday’s request by the court to withdraw it.', 'The court passed the interim order as both the Advocate-General and the counsel representing the Indian Medical Association (IMA)-Karnataka chapter could not assure the court that they would call off the strike following the meeting between Chief Minister and the representatives of the medical fraternity. Earlier, the Bench wondered why the doctors, who form the “elite and creamy layer” of the society, took to the streets. “If literate and educated persons like doctors act like this, what message is society getting from them? They [doctors] can always challenge a legislation if they feel some provisions are illegal. They can fight in a legal way in court, and not on the streets,” the Bench observed orally. “We thought that doctors will understand Court’s request to withdraw the strike and hence we appealed to them but look at the result...”', 'Further hearing on the petitions has been adjourned till November 20.']"
Bengaluru,"['Night beat policemen chased and caught a 22-year-old man who was on the run after robbing a laptop and two mobile phones from a pedestrian in Jayanagar 4th Block early on Friday.', 'The police received a tip-off that a gang of four men had robbed valuables from a pedestrian and they rushed to the spot within five minutes of the incident. Based on bystanders’ reports, they began scouting the area in the direction the gang had fled.', 'Based on details given by the victim, the police caught Pradeep Veluswamy, a resident of Kadirenahalli, but three of his accomplices gave them the slip. The police took Pradeep into custody. In the backdrop of a rise in mugging incidents in and around Jayanagar, Deputy Commissioner of Police S.D. Sharanappa had set up special squads to patrol the area.']"
Bengaluru,"['The vehicle involved in the accident at Yeshwantpur on Friday.special arrangementHandout E Mail', 'At least 1,000 chickens crammed into grilled cages in a canter died when the vehicle plunged 25 feet from a flyover near Yeshwantpur junction onto Tumakuru Road on Friday. Only a dozen chicken survived.', 'Ibrahim, 25, loader in the vehicle, sustained grievous injuries and is said to be in critical condition, while the driver, Shabbir, 44, and cleaner-cum-loader Altaf, 20, sustained minor injuries and are out of danger, the police said. The three men, who hail from Gokak in Belagavi district, were driving from Kurnool in Andhra Pradesh to Shivajinagar, bringing poultry chicken to the city.', 'The accident occurred around 7 a.m. as the canter was negotiating a curve on the flyover.', 'Shabbir told the police the driver of a vehicle in front of them applied brakes suddenly, and to avoid hitting it, he veered his canter towards the left. As a result, the canter’s front wheel went over the parapet and the vehicle toppled over the flyover, bringing the iron railing down with it.', 'Fortunately, there were no people or vehicles on the road below at the time, the police said.', 'The spot where the canter landed is used as an autorickshaw stand, but no vehicles were parked there, said a police officer.', 'The Yeshwantpur traffic police shifted the injured men to a private hospital.', 'The police cleared the canter using a crane. “The accident was owing to speeding, and we have taken up a case of rash, reckless, and negligent driving against the driver,” an official said.']"
Bengaluru,"['With a new device to measure the growth of microbes as well as a novel method to purify proteins, a team of undergraduates from the Indian Institute of Science (IISc.) took home the gold medal at the International Genetically Engineered Machine (iGEM) competition held in Boston, U.S., from November 9 to 13.', 'The team triumphed over 300 others from around the world. The competition encourages students to build genetically-engineered biological systems.', 'The six-member core team from IISc. developed a new method to purify recombinant proteins — that is a protein enclosed in a gene — by using naturally-occurring gas vesicles isolated from\nHalobacterial\nspecies of bacteria, which thrives in salt-rich environments.', 'In liquids, gas vesicles help bacteria float to the surface, and using biotechnology and gene cloning, the team was able to purify protein by tagging them to these vesicles.', 'Similarly, the team designed a device, Growth Curve and Optical Density Device, to ascertain microbial growth through real-time optical density measurements that can even be read through a smartphone.', 'The device, said IISc., is less than a fourth of the price of a commercially-available spectrophotometer.', 'The team comprising Raj Magesh, Sai Padma Priya, Kunal Helambe, Rajas Poorna, Sharath K. Menon and Rohith K.M.S. worked on the projects for over six months.', 'They were mentored by Dipshikha Chakravortty, Utpal Nath from Department of Microbiology & Cell Biology, and Akshay Datey from Biosystems Science & Engineering at IISc.', '', '', 'The event', 'iGEM encourages', 'students to build genetically-engineered biological systems']"
Bengaluru,"['India was affected far worse by the WannaCry ransomware attack in May than official statistics suggest, said P.C. Haldar, former director of the Intelligence Bureau, on Friday. He was speaking at a session of the Security 360 — Synergia Conclave-2017 in the city.', '“India was one of the worst-affected areas by the WannaCry ransomware. The official figures say around 45,000 computers were affected. But [the actual] number may be around 2.5 lakh,” he said, refusing to elaborate further. He said under-reporting of data breaches hinders realistic assessment of the extent of vulnerabilities. “The recent data breach at a tech major was also underplayed,” he said.', 'He said three issues have left India very vulnerable to a cyber catastrophe waiting to happen — non-updation of software and hardware even in government systems, lack of cyber hygiene, and under-reporting of breaches. “The next 9/11 likely to happen in cyberspace [is] predicted to be far more disruptive than the 9/11 attacks of 2001 in the USA, and it will happen because of lack of cyber hygiene and outdated systems,” Mr. Haldar said.', 'WannaCry played on a bug in Microsoft that was known but not plugged in time. Many government systems run on Microsoft XP even today, and most are neglected and not updated. The ATMs that were recently affected were those running on XP. Mr. Haldar said it is such vulnerabilities that cyber attackers prey on.', 'He opined that though it would take up resources, the government needs to take up a drive to update its systems.', '', 'The official figures say around 45,000 computers were affected. But [the actual] number may be around 2.5 lakh', 'P.C. Haldar,', 'former Director, Intelligence Bureau']"
Bengaluru,"['A 28-year-old security guard was found murdered in Vidyaranyapura on Friday morning.', 'The police said the assailants appear to have stabbed Dayanand Joshi, who hailed from Nepal, killing him on the spot. Joshi lived in Domlur and worked as security guard for a private firm.']"
Bengaluru,"['A pedestrian was mowed down by a BMTC bus on Magadi Road on Thursday night. The police said the pedestrian, Velan, 43, a resident of Sanjay Gandhi Nagar in Sheshadripuram, died on the spot.', 'He was crossing the road when the bus heading towards Majestic knocked him down. Magadi Road traffic police have arrested bus driver Siddappa.']"
Bengaluru,"['The Bruhat Bengaluru Mahanagara Palike, which is executing all the three flyover projects, claims that public consultation was carried out and people cannot wake up only when work on the ground begins. “All the projects have been in discussion for a long time now. Public notifications were issued years ago for these projects,” said K.T. Nagaraj, chief engineer (projects), BBMP.', 'However, opposition to the projects have one common thread: all three flyovers were first proposed years ago.', 'Prashanth Guru Srinivas, founder director of Catalytic Think Tank Forum, now fighting against the Koramangala flyover, said the projects were proposed in 2011; DPRs were prepared around five years ago and are being implemented in 2017. “How can a DPR done four years ago still be relevant? Haven’t the traffic and other situations changed?” He said DPRs that are older than three years have to be updated and fresh public consultations should be held.']"
Bengaluru,"['', '', 'Jawaharlal Nehru Planetarium will screen the science filmWonders of Life: Endless forms most beautifulon Sunday at its premises on T. Chowdiah Road at 5 p.m. The screening is for those aged above 10. Visit http://www.taralaya.org or call 080-22379725.']"
Bengaluru,"['', '', 'The three-day 14th general body meeting of the Catholic Council of India began here on Friday on St. John’s Medical College premises. The meeting was inaugurated by Cardinal Baselios Cleemis, president of Catholic Council of India. Archbishop of Bangalore Bernard Moras delivered the message.']"
Bengaluru,"['An aerial view of the Bangalore Turf Club on Race Course Road.V. Sreenivasa Murthy', 'The High Court of Karnataka on Friday ordered issue of notice to the State government and Bangalore Turf Club (BTC) on a petition filed by 10 race horse owners seeking directions to the authorities to restart horse racing at the BTC by renewing the licence for racing.', 'Justice A.S. Bopanna passed the order on a petition filed by H.S. Chandre Gowda and nine other owners of horses that are among the 1,300 horses in the stables of the BTC.', 'Claiming that they do not know for what reason the racing licence of the BTC has not been renewed from September 1, 2017, the petitioners stated that non-renewal of licence had brought their avocation to a standstill and they had not been able to earn their livelihood by collecting the stake amount that each horse owner gets depending upon the results of horse race.', 'Ponting out that the BTC collects a basic training fee of Rs. 22,500 a month per horse, the petitioners said the winter horse racing, which was scheduled to begin in the first week of November, had not yet commenced and this had resulted in severe monetary loss to the club as well as to the horse owners.', 'The financial crisis, the petitioners claimed, would shortly lead to withdrawal of incentives, subsidies and revolving credit facilities for the upkeep and maintenance of thoroughbred race horses, and such a situation would lead to decline in quality and quantity of feed supplied to horses, availability of medical support, etc. at the BTC.', 'The financial crisis would also result in loss of jobs to trainers, jockeys and others at the BTC, the petitioners said.', 'Non-renewal of licence of the BTC by the State authorities was discriminatory in nature as the State had renewed the licence of Mysore Turf Club, the petitioners claimed while complaining that the BTC too had failed to discharge its duty to secure renewal of licence as per the club’s articles of association and memorandum of association.', 'The government was earning a revenue of about Rs. 600 crore a year from the BTC, which has an annual turnover of around Rs. 2,500 crore to Rs. 3,000 crore, it was claimed in the petition.']"
Chennai,"['Clearing the way:Work began on the flyover after the surface was damaged due to the rain.Special ArrangemenT', 'The Chennai Corporation closed traffic on the Kodambakkam bridge on Thursday night and completed repair work on the stretch. Vehicles users taking the route however were furious and vented their anger on social media on the bridge being closed without prior information to the public.', '“The surface of the bridge was damaged in the rain. So we had to repair it. We closed the road at midnight and opened it by 4 a.m. The work was completed in four hours,” said an official of the Corporation.', 'Two-way traffic flow has been restored on the 623-metre-long Kodambakkam bridge. “We carried out the work at night to let motorists have some respite from traffic congestion during the day,” the official said. Traffic police diverted vehicles through the Rangarajapuram flyover.', 'In the past few years, the Chennai Corporation has frequently closed traffic on the bridge to complete concrete work. When civic body officials sought extension of the traffic diversion in 2014, the traffic police refused, owing to opposition from motorists. The repair and strengthening of the bridge, which serves as a crucial link to several localities such as Vadapalani, Ashok Nagar, K.K. Nagar and Saligramam, has been under way for the past few years.', 'The previous phase of repair work on the bridge included spraying of anti-corrosion material, replacing worn-out bearings between pillars and deck slabs, polymer plastering and grouting.']"
Chennai,"['In a move to ensure that all children studying in schools are safe and that authorities take adequate measures to ensure the same, child rights activists and experts held a State-level consultation meeting to draft and implement child protection policy.', 'The meeting was conducted by the Tamil Nadu Child Rights Protection Network (TNCRPN) in collaboration with UNICEF here on Friday.', 'Experts at the meeting said the policy note would be submitted to all school and school education authorities in Tamil Nadu. “After what happened with the young boy in Ryan International school, it is imperative that we have a child protection policy,” said V. Vasanthi Devi, former chairperson, Tamil Nadu State Commission for Women.', '“The juvenile accused in this case had reportedly committed the crime to postpone exams. I wonder what state of mind he might have been in because of the pressure. We need to treat these matters sensitively and offer the right kind of help to the juvenile,” she said.', 'Adding to this, Job Zachariah, chief of UNICEF office, Tamil Nadu and Kerala, pointed out that no State, except Karnataka and Chandigarh, had a child protection policy. “Having this policy would help create a safe environment for children all over. We must also note that a large number of sexual abuse happens inside homes, and we must start looking at these issues right from our own houses,” he said.', 'M.P.Nirmala, chairperson, Tamil Nadu Commission for Protection of Child Rights, said that it was equally important to recruit qualified and responsible staff in schools. “In many cases those who have not been able to get any job of their choice end up teaching in schools. They do not know how to handle children. The rules of appointment must be made stricter,” she said.', '“The finalised version of the policy will be submitted to the State. We hope the rules are adopted and implemented effectively,” said A. Devaneyan, convenor- North, TNCRPN.']"
Chennai,"['Ardous journey:Children and parents wading through Pulicat lake on their way home .B. Jothi Ramalingam', 'M. Maheshwaran, a Class III student at a private school in Pulicat, stands leaning against a wall on Kallukadaimedu lane looking apprehensively at a boat on the Pulicat lake even as boatman Kothandan calls out to him. The boat rocks precariously, and Maheswaran refuses to get on it.', 'For over a decade, hundreds of students like him staying in fishing hamlets like Sattankupam, Pasiyavaram Kuppam, Rahmat Nagar and Idamani colony on one side of the lake have been either wading through knee-deep water or using two boats to go to schools. Their demand for a bridge across the river is yet to materialise.', 'From 7.30 a.m to 9 a.m and from 3.30 p.m to 4.30 p.m every day, hundreds of parents take the ferry across the river to drop and pick their children. For a one-way trip, the fare is Rs. 5. “My father scolds me if I get into the boat without my mother. I prefer walking on where the path is seen as a white stretch. If we step away from this path, we will land on thorns and slush,” says Maheshwaran with a sly smile.', 'Most parents of the villages were shaken after a boat capsized in Pulicat lake in 2011 and by the recent accident in Andhra Pradesh. Residents claim that many parents of primary school students have had their wards drop out fearing the daily trips. The water level in the lake between the village and Pulicat hamlet is knee-deep during summer and during monsoon it goes up, to about five feet.', 'There are children who have shifted to Chennai due to this commuting problem. “My friend Rajeshwari was staying at her grandmother’s house and studying in my school. But two years ago she shifted,” says G. Monisha, a Class XI standard student at Jagadambal Subramanian Government High School in the locality.', 'Safety a worry', 'Parents too don’t feel safe travelling on the boat. “I fell down while clambering on to a boat a few days ago and another child also fell into the water recently. Luckily there was help nearby,” says Hema, a resident of Satankuppam.', 'Durai Mahendran, Tiruvallur district Parambariya Aikiya Meenavar Sangam, said that even for medical emergencies, there is no option but to rely on the boats. “We have been fighting for the bridge between Ponneri - Pulicat High Road and Pasiyavaram Kuppam. I sent a petition to Prime Minister Manmohan Singh in 2011 and several to the State government but there has been no action,” he said.', 'Chandra Mohan and Murugan, residents of Sattankuppam and Idamani villages, said that sometimes they pool money and lay a mud road across the shallow section of the river. It eventually washes out.', 'Highways Department officials said that the land required for the bridge falls under the bird sanctuary. “We have already handed over the compensatory land near Kolur village to the Forest Department for afforestation. We will call for tenders soon,” said an official.']"
Chennai,"['Karthi', 'In keeping with the trend of movies based on true incidents, actor Karthi’s latest action thriller\nTheeran Adhigaaram Ondru\nwill depict one of the meticulously planned operations of the Tamil Nadu police that led to the gunning down of two members of the deadly Bawaria criminal tribes in Uttar Pradesh and arrest of others more than a decade ago.', 'The operation against the criminals was launched in January 2005 soon after the murder of AIADMK Gummidipoondi MLA Sudarsanam.', 'When armed dacoits struck affluent houses along National Highways in Tamil Nadu, Karnataka and Andhra Pradesh, the then Chief Minister Jayalalithaa ordered intensive action against the culprits.', 'A special team led by the then Inspector-General of Police (North Zone) S. R. Jangid worked in closed coordination with the Uttar Pradesh police and Central intelligence agencies to track down Oma Bawaria, Bsura Bawaria, Vijay Bawaria and others.', 'The dacoits were also responsible for the murder of Congress leader Thalamuthu Natarajan in Salem and DMK leader Gajendran among others.', 'The teams worked for several weeks putting together bits and pieces of information and camped in remote locations in Rajasthan, Haryana and Punjab before killing Bsura Bawaria and Vijay Bawaria in an encounter.', 'The prime suspects Oma Bawaria and K Lakshman alias Ashok Bawaria were arrested and brought to Tamil Nadu where a special court awarded them death penalty.', 'Real to reel', 'The movie makers worked closely with Mr. Jangid, a recipient of the President’s Police Medal for Gallantry, who is presently elevated to the rank of Director-General of Police, and other officers involved in the operation to make the 161-minute film directed by Vinoth.', 'Starring Karthi and Rakul Preet Singh in the lead, the film has hit the screens today.']"
Chennai,"['BJP State president Tamilisai Soundararajan in an interview with\n\nThe Hindu\n\ndefends the Governor’s recent review of government works, her party’s positioning in Tamil Nadu, on being trolled on social media and more. Excerpts:', '', 'The State BJP endorsed Governor\nBanwarilal\n\nPurohit’s\n‘review’ meetings. Would you approve of similar action in a BJP-ruled State?', 'Whenever there are constructive ideas, the party will support the Governor. It is not that the Governor is interfering with the activities of the government. It is supportive; it is [taking] additional care. If needed and if it is for the welfare of the State, he can interfere. The Governor has not issued any orders or enforced anything. The Chief Minister, who could be worried, is not. Then why is Stalin worried? What is the Governor going to gain? He has already attained the highest Constitutional post in the State. Why can’t we appreciate the fact that he wants to learn Tamil?', '', 'The Opposition parties have attacked the BJP for the I-T searches of\nSasikala’s\nproperties…', 'There has been an allegation about that family for more than a quarter century — that they are swindling the money of the people. When the raid took place, everyone should have appreciated. Instead, they have accused the I-T Department.', 'Your party began the controversy overMersal. What did you learn from it?', 'I wanted to pinpoint that GST is not harmful to the people...I did not want to interfere with the freedom of expression. I believe that the GST is for the good of the people. It was being portrayed cruelly.', 'There have been reports that your party is recalibrating its Tamil\nNadu\nstrategy after the Prime Minister’s visit to\nChennai\n. Yet, you are attacking the DMK…', 'It is not attacking. We are projecting our concern for Tamil Nadu. The AIADMK and the DMK were both our allies. In politics, there are no permanent enemies or friends. We want to develop healthy politics in T.N. If Stalin says something [positive], I will appreciate. When this government starts NEET coaching centres, we will appreciate the effort. If there is corruption, we will condemn it. Visiting\nKalaignar\n(DMK leader M. Karunanidhi) is healthy politics.', 'Will you reject the possibility of an alliance with the DMK?', 'Now it is not the time to convey these things. Because there is no election. Why do I have to express? When other parties are not bothered, why should I? We are focussing on our growth.... [As far as alliances are concerned,] our central party will discuss with us and we will project our views.... It will be a long process....But definitely, the Tamil Nadu BJP wants to be a decisive factor in State politics.... Let us wait and see.', '', 'You are the victim of constant trolling on social media. You even filed a police complaint...', '', 'I am a lady and the leader of a national party. I have so many positive points. I am not corrupt, I am competent. Still, why do they attack me? Because they do not want a BJP leader to be strong. So they target my appearance, my height, my hair, my complexion. I laugh at them; I am not bothered. They even edited the Wikipedia page on me: Tamilisai to Dumilisai. Even now I get calls at odd hours abusing me. I wonder if they would do this to male politicians.', '', 'In politics, there are no permanent enemies or friends. We want to develop healthy politics in T.N.', 'Tamilisai Soundararajan']"
Chennai,"['NaliniC. VenkatachalapathyC_VENKATACHALAPATHY', 'The State government has opposed a writ petition filed by Rajiv Gandhi assassination case convict S. Nalini in the Madras High Court seeking release on parole for six months to make arrangements for her daughter’s marriage.', 'It stated that the offence committed by her was barbaric and therefore she could not claim equality with other life convicts.', 'In a counter affidavit served on her counsel P. Pugalendhi on Thursday, D. Daniel, Deputy Secretary to Government, Home Department, said: “In view of the gravity of the offence, having international ramification, committed by the petitioner, if released on leave [she] may escape from the lawful custody.', '“Hence, it is humbly submitted that the request of the petitioner deserves no merit and therefore it is prayed that this honourable court may please dismiss the writ petition as devoid of merits and thus render justice.”', 'The officer also recalled that a Division Bench of the High Court, while dismissing a writ appeal filed by her for premature release in 2010, had observed that “the offence proved against the appellant is of a higher magnitude sending shockwaves throughout the world. By committing an such inhuman act, the petitioner and other co-convicts have taken away the life of a former Prime Minister.”', '“She constitutes a distinct class and cannot claim equality with those sentenced to life imprisonment... If all prisoners, irrespective of the gravity of the offences for which they are convicted, are classified and considered similarly, it will have serious repercussions on the safety and security of the society, besides shaking the foundation of entire criminal justice system.”']"
